Date,Open,High,Low,Close,Volume
2022-01-03,144.36479494039722,145.15701265332763,143.02918515577247,144.30160522460938,28646000
2022-01-04,144.7041819007758,145.78800478376272,143.03268400586742,143.71243286132812,28400000
2022-01-05,143.7328164404052,143.81193646128006,137.03285410456272,137.1194305419922,54618000
2022-01-06,136.34664244900424,139.2741441048197,135.9087336140623,137.09207153320312,37348000
2022-01-07,137.48817599061857,137.7897432622947,135.12049780917903,136.36505126953125,29760000
2022-01-10,134.43528635965367,138.1589847256294,132.5308930765843,138.0096893310547,44408000
2022-01-11,137.3503290474821,139.54881766216988,136.0420848882387,139.0710906982422,28730000
2022-01-12,140.4783702161075,141.9294404967946,140.02504742905134,140.75753784179688,26108000
2022-01-13,140.86651857043935,142.1702980929826,137.75041975538085,137.92758178710938,31436000
2022-01-14,136.426740644181,140.07232082607686,136.3466335227671,138.8168182373047,29662000
2022-01-18,135.52705085012096,136.47899680734477,134.79405929684148,135.35089111328125,34872000
2022-01-19,135.87388991456638,137.30306172956688,134.37306968151069,134.4735870361328,28648000
2022-01-20,135.60170661619608,136.97116649417453,132.33183224033456,132.67320251464844,29908000
2022-01-21,131.96259868346377,134.22377601264574,129.46752373899022,129.73126220703125,55652000
2022-01-24,125.37856914011597,130.5787136535352,123.90760490884027,130.18161010742188,76622000
2022-01-25,128.12743590180497,128.78329685194453,125.8985899276899,126.33101654052734,46960000
2022-01-26,130.49511541961544,132.3671620019992,126.53703372214112,128.6180877685547,49130000
2022-01-27,130.6792312241268,132.02131030726912,128.31900956615908,128.39117431640625,31950000
2022-01-28,129.04205751284695,132.72197391207828,127.87364760924652,132.71649169921875,34362000
2022-01-31,133.5236351765011,134.82840181492318,131.58042613665086,134.65969848632812,39986000
2022-02-01,136.93981071842938,137.13736781698725,133.72916238112396,136.98907470703125,68644000
2022-02-02,150.53031199687234,150.82539473153096,144.83007165755623,147.2957763671875,123200000
2022-02-03,145.0121976171074,148.96280731193713,141.98665428742234,142.4091339111328,71518000
2022-02-04,142.7619744324609,144.18566414382084,139.84640903651453,142.61119079589844,57998000
2022-02-07,143.56363789927013,143.56363789927013,138.23908788884378,138.53866577148438,54974000
2022-02-08,138.36499262195844,139.33385604729077,136.36207147851567,138.7357177734375,54284000
2022-02-09,140.2927701568597,141.8463472422032,139.51996039462585,140.91827392578125,40144000
2022-02-10,139.03875915293037,140.81127531538016,137.30056376539412,137.9604034423828,39330000
