Date,Open,High,Low,Close,Volume
2022-01-01,0.07953599840402603,0.07905600219964981,0.07952000200748444,0.07905100286006927,205008
2022-01-02,0.07904300093650818,0.08014500141143799,0.07935100048780441,0.08088599890470505,208711
2022-01-03,0.08088500052690506,0.08127400279045105,0.08066599816083908,0.08096300065517426,260036
2022-01-04,0.08096200227737427,0.08183000236749649,0.08083199709653854,0.08266399800777435,305701
2022-01-05,0.0826679989695549,0.08193299919366837,0.08073899894952774,0.08148899674415588,414546
2022-01-06,0.08147300034761429,0.08147300034761429,0.07821200042963028,0.07920099794864655,562865
2022-01-07,0.07918799668550491,0.07926400005817413,0.07583300024271011,0.07683800160884857,589399
2022-01-08,0.07684499770402908,0.07697799801826477,0.07402800023555756,0.07408799976110458,384285
2022-01-09,0.07408100366592407,0.07521399855613708,0.07398899644613266,0.07534299790859222,294302
2022-01-10,0.07533899694681168,0.07529299706220627,0.07403100281953812,0.07372099906206131,467125
2022-01-11,0.07371799647808075,0.07566999644041061,0.07347699999809265,0.07576999813318253,355941
2022-01-12,0.07577800005674362,0.07708500325679779,0.07553599774837494,0.07673099637031555,379140
2022-01-13,0.07672800123691559,0.07673700153827667,0.07649800181388855,0.07626599818468094,359096
2022-01-14,0.07627400010824203,0.07686799764633179,0.07629100233316422,0.07679899781942368,314688
2022-01-15,0.07679499685764313,0.0770689994096756,0.07683999836444855,0.07713600248098373,222802
2022-01-16,0.07713299989700317,0.07773099839687347,0.07698000222444534,0.07772299647331238,220484
2022-01-17,0.07772299647331238,0.07771799713373184,0.0757249966263771,0.07603000104427338,292169
2022-01-18,0.07602900266647339,0.0763150006532669,0.07467299699783325,0.07466600090265274,307350
2022-01-19,0.07466199994087219,0.07468199729919434,0.07406800240278244,0.07416199892759323,315909
2022-01-20,0.07414799928665161,0.07527100294828415,0.0737679973244667,0.07377299666404724,261696
2022-01-21,0.07381799817085266,0.0737759992480278,0.06911300122737885,0.07016199827194214,735004
2022-01-22,0.07025100290775299,0.07135400176048279,0.06784000247716904,0.06865999847650528,781316
2022-01-23,0.06870999932289124,0.07044699788093567,0.06844999641180038,0.06988000124692917,454326
2022-01-24,0.06990399956703186,0.0699400007724762,0.06536500155925751,0.0665770024061203,769917
2022-01-25,0.06657899916172028,0.0668720006942749,0.0659400001168251,0.06645900011062622,437836
2022-01-26,0.06644999980926514,0.06983800232410431,0.06642500311136246,0.06697099655866623,576084
2022-01-27,0.06694799661636353,0.06795699894428253,0.06512899696826935,0.06524299830198288,434230
2022-01-28,0.06520599871873856,0.06745199859142303,0.0653659999370575,0.06741099804639816,388156
2022-01-29,0.06739799678325653,0.068231001496315,0.06736700236797333,0.06809700280427933,292936
2022-01-30,0.06813599914312363,0.06901100277900696,0.06811100244522095,0.06866099685430527,250575
2022-01-31,0.06865599751472473,0.06981699913740158,0.0674860030412674,0.06985600292682648,358033
2022-02-01,0.06984599679708481,0.07164300233125687,0.06983699649572372,0.07206699997186661,340571
2022-02-02,0.07206299901008606,0.07243400067090988,0.07138700038194656,0.07260199636220932,375512
2022-02-03,0.07258500158786774,0.07332800328731537,0.07107699662446976,0.07210899889469147,343309
2022-02-04,0.07215999811887741,0.07189200073480606,0.07212699949741364,0.07189200073480606,457514
2022-02-05,0.07191299647092819,0.0730300024151802,0.07192199677228928,0.07274500280618668,316161
2022-02-06,0.07275299727916718,0.07213900238275528,0.07176599651575089,0.07208900153636932,223190
2022-02-07,0.07208800315856934,0.07172899693250656,0.07186099886894226,0.07168000191450119,346646
2022-02-08,0.07169199734926224,0.07113700360059738,0.07073400169610977,0.0707779973745346,388411
2022-02-09,0.07074599713087082,0.07305099815130234,0.0708250030875206,0.07306099683046341,314652
2022-02-10,0.07307600229978561,0.07257699966430664,0.07056300342082977,0.07064100354909897,427624
2022-02-11,0.0706389993429184,0.07152199745178223,0.06850799918174744,0.06902900338172913,378323
2022-02-12,0.06902900338172913,0.06974499672651291,0.06839100271463394,0.06905899941921234,266410
2022-02-13,0.06904499977827072,0.06916999816894531,0.0677729994058609,0.06833299994468689,214585
2022-02-14,0.0682549998164177,0.06929600238800049,0.06812799721956253,0.06888200342655182,285641
2022-02-15,0.06888800114393234,0.07131700217723846,0.06865900009870529,0.07133699953556061,312309
2022-02-16,0.07135000079870224,0.0713760033249855,0.0702740028500557,0.07114899903535843,280980
2022-02-17,0.07112699747085571,0.07148800045251846,0.07108300179243088,0.0710809975862503,391243
2022-02-18,0.07115200161933899,0.07181800156831741,0.06926699727773666,0.06958899646997452,393400
2022-02-19,0.06956800073385239,0.07026500254869461,0.0681530013680458,0.06888200342655182,243611
2022-02-20,0.0688840001821518,0.0688840001821518,0.06783299893140793,0.06839799880981445,302915
2022-02-21,0.06837300211191177,0.07000099867582321,0.06936900317668915,0.06942100077867508,502933
2022-02-22,0.06939700245857239,0.06957300007343292,0.06839600205421448,0.06893599778413773,427315
2022-02-23,0.06893999874591827,0.07055500149726868,0.06947799772024155,0.06945300102233887,358817
2022-02-24,0.06939399987459183,0.06907299906015396,0.0667169988155365,0.06777700036764145,764684
2022-02-25,0.06778699904680252,0.07149200141429901,0.0676570013165474,0.07049799710512161,438843
2022-02-26,0.07050999999046326,0.07190299779176712,0.07077299803495407,0.07111900299787521,299824
2022-02-27,0.07110299915075302,0.07124300301074982,0.06925199925899506,0.06952600181102753,428294
2022-02-28,0.06950899958610535,0.06717199832201004,0.06878799945116043,0.06758499890565872,446045
2022-03-01,0.06759800016880035,0.06799600273370743,0.06674599647521973,0.06701599806547165,422897
2022-03-02,0.06701599806547165,0.0681530013680458,0.06714099645614624,0.06716399639844894,378756
2022-03-03,0.06716500222682953,0.06738200038671494,0.06628700345754623,0.06676899641752243,308378
2022-03-04,0.06678099930286407,0.06678599864244461,0.06668400019407272,0.06687100231647491,370409
2022-03-05,0.06690400093793869,0.06771600246429443,0.06697200238704681,0.06763400137424469,204879
2022-03-06,0.06763699650764465,0.0675550028681755,0.06650300323963165,0.06650300323963165,230947
2022-03-07,0.06650999933481216,0.06737100332975388,0.06589300185441971,0.06562399864196777,383429
2022-03-08,0.0656220018863678,0.06661199778318405,0.06558399647474289,0.06651899963617325,359419
2022-03-09,0.06652899831533432,0.06557899713516235,0.06649199873209,0.06502100080251694,337605
2022-03-10,0.06500499695539474,0.06500499695539474,0.06597299873828888,0.06613100320100784,337052
2022-03-11,0.06613700091838837,0.06652999669313431,0.0660569965839386,0.06597699970006943,319176
2022-03-12,0.0659789964556694,0.06631100177764893,0.06597600132226944,0.06618200242519379,167926
2022-03-13,0.06615000218153,0.06633000075817108,0.0663670003414154,0.06655099987983704,228060
2022-03-14,0.06653899699449539,0.06641899794340134,0.06640899926424026,0.06531199812889099,283472
2022-03-15,0.065310999751091,0.06690199673175812,0.06557700037956238,0.06660500168800354,326932
2022-03-16,0.06660199910402298,0.06736700236797333,0.06647100299596786,0.06737499684095383,435425
2022-03-17,0.06737200170755386,0.0691630020737648,0.06748399883508682,0.0687360018491745,309764
2022-03-18,0.06872600317001343,0.07047200202941895,0.06849700212478638,0.07046099752187729,378719
2022-03-19,0.07044599950313568,0.07090800255537033,0.06963799893856049,0.06983199715614319,274385
2022-03-20,0.0698390007019043,0.07005500048398972,0.06891100108623505,0.06934799998998642,307525
2022-03-21,0.06933899968862534,0.07168500125408173,0.06960800290107727,0.07054799795150757,370177
2022-03-22,0.07054299861192703,0.07051599770784378,0.0705609992146492,0.07018899917602539,397333
2022-03-23,0.07018999755382538,0.07111299782991409,0.0700019970536232,0.07066600024700165,373226
2022-03-24,0.07066600024700165,0.07068400084972382,0.07035300135612488,0.070701003074646,411058
2022-03-25,0.0707089975476265,0.07103399932384491,0.0699940025806427,0.07005099952220917,384013
2022-03-26,0.07004500180482864,0.07039300352334976,0.06993400305509567,0.07063200324773788,199466
2022-03-27,0.0706460028886795,0.07030200213193893,0.07041600346565247,0.07030200213193893,286880
2022-03-28,0.07031799852848053,0.07122000306844711,0.07011500000953674,0.07079900056123734,437541
2022-03-29,0.07076500356197357,0.07232599705457687,0.07076500356197357,0.07167299836874008,411525
