Date,Open,High,Low,Close,Volume,RSI,Signal,Equity
2022-01-04,170.43800354003906,171.39999389648438,166.34950256347656,167.52200317382812,70726000,,0,10000.0
2022-01-05,166.88299560546875,167.12649536132812,164.35699462890625,164.35699462890625,64302000,,0,10000.0
2022-01-06,163.45050048828125,164.8000030517578,161.93699645996094,163.25399780273438,51958000,,0,10000.0
2022-01-07,163.83900451660156,165.24349975585938,162.031005859375,162.5540008544922,46606000,,0,10000.0
2022-01-10,160.5854949951172,161.6614990234375,156.30450439453125,161.48599243164062,87798000,,0,10000.0
2022-01-11,161.5,166.35000610351562,160.70150756835938,165.36199951171875,62806000,,0,10000.0
2022-01-12,166.5749969482422,166.8780059814453,164.41700744628906,165.20700073242188,50030000,,0,10000.0
2022-01-13,165.25050354003906,166.22149658203125,161.09100341796875,161.21400451660156,52188000,,0,10000.0
2022-01-14,160.14999389648438,162.25,159.80050659179688,162.13800048828125,45974000,,0,10000.0
2022-01-18,159.10499572753906,159.7344970703125,157.6645050048828,158.91749572753906,67292000,,0,10000.0
2022-01-19,158.76199340820312,159.25,156.25,156.2989959716797,53242000,,0,10000.0
2022-01-20,156.76600646972656,158.0,151.3509979248047,151.66749572753906,71974000,,0,10000.0
2022-01-21,149.9499969482422,150.89999389648438,142.07049560546875,142.64300537109375,163972000,,0,10000.0
2022-01-24,139.0,144.94500732421875,135.3520050048828,144.54400634765625,155624000,17.067187645130957,1,10000.0
2022-01-25,142.24249267578125,143.60000610351562,138.14500427246094,139.98599243164062,90824000,16.36865736285249,1,9684.662544564268
2022-01-26,144.75,145.18499755859375,137.31849670410156,138.87249755859375,95602000,17.232209493868083,1,9607.62753625208
2022-01-27,140.8000030517578,144.24349975585938,139.35000610351562,139.6374969482422,77516000,19.367814385775333,1,9660.552552582985
2022-01-28,140.86050415039062,143.9980010986328,137.92950439453125,143.97799682617188,74392000,27.984783530971654,1,9960.84171625055
2022-01-31,144.75,150.36050415039062,144.30050659179688,149.57350158691406,78308000,37.25023378199661,0,10347.955986992702
2022-02-01,150.0,151.70799255371094,147.62750244140625,151.19349670410156,59220000,34.06618863648143,0,10460.032243775782
2022-02-02,155.05050659179688,155.0749969482422,148.86349487304688,150.6125030517578,87330000,33.74288374572225,0,10419.837311656192
2022-02-03,141.7375030517578,144.24749755859375,138.33299255371094,138.8455047607422,225532000,28.761592485768546,1,9605.760091275728
2022-02-04,155.60650634765625,161.1999969482422,150.60800170898438,157.63949584960938,253456000,46.81095025275372,0,10905.986338199036
2022-02-07,158.52000427246094,162.6909942626953,157.25,157.9355010986328,102624000,49.273736939204525,0,10926.464893934615
2022-02-08,156.75050354003906,161.79249572753906,155.55050659179688,161.4134979248047,76040000,53.73509512243718,0,11167.083437314866
2022-02-09,162.87350463867188,163.83450317382812,160.25,161.1894989013672,68786000,57.43233135720316,0,11151.586494266343
2022-02-10,158.35000610351562,160.7165069580078,157.75,159.0034942626953,68268000,64.29625351039232,0,11000.351953733814
2022-02-11,158.13450622558594,159.0,152.73399353027344,153.2935028076172,77100000,57.16837064449291,0,10605.317140505758
2022-02-14,151.75100708007812,158.44850158691406,151.64999389648438,155.16700744628906,83230000,63.009924336318015,0,10734.931967575498
2022-02-15,157.60549926757812,158.0070037841797,154.6374969482422,156.510498046875,56440000,65.05617520913307,0,10827.878789414279
2022-02-16,155.79049682617188,158.83399963378906,154.7344970703125,158.10049438476562,52704000,65.54151271677681,0,10937.879638156937
2022-02-17,158.14599609375,160.3489990234375,154.5,154.65249633789062,64032000,59.12249496646046,0,10699.336502817108
2022-02-18,155.49949645996094,155.49949645996094,150.89300537109375,152.60150146484375,63604000,52.75463237374261,0,10557.44235411655
2022-02-22,150.47850036621094,152.9824981689453,148.48550415039062,150.19749450683594,66128000,49.106659936803524,0,10391.125741013568
2022-02-23,151.65049743652344,151.76300048828125,144.6510009765625,144.82699584960938,64244000,45.221391224608055,0,10019.578086224654
2022-02-24,139.83749389648438,151.74899291992188,139.5,151.35800170898438,100786000,61.313393892619615,0,10471.413207195817
2022-02-25,150.5500030517578,153.99000549316406,149.2135009765625,153.7884979248047,62396000,45.054706473191104,0,10639.562428822794
2022-02-28,152.4250030517578,154.4499969482422,150.85000610351562,153.56300354003906,57684000,44.37483117976293,0,10623.962032067271
2022-03-01,152.7324981689453,154.0989990234375,149.9770050048828,151.14199829101562,44874000,36.416410090010686,0,10456.469424784722
2022-03-02,150.8489990234375,152.99949645996094,148.75,152.05250549316406,47334000,38.13223202082759,0,10519.46112019674
2022-03-03,153.531494140625,153.9290008544922,146.8560028076172,147.89849853515625,65198000,36.277591341372954,0,10232.074111702135
2022-03-04,147.15899658203125,147.85000610351562,143.8070068359375,145.64100646972656,60934000,39.661722022494146,0,10075.893850584978
2022-03-07,145.44349670410156,146.09449768066406,137.41650390625,137.4530029296875,86934000,29.556831200976845,1,9509.422521407529
2022-03-08,136.68350219726562,140.69949340820312,133.57249450683594,136.01449584960938,91662000,26.397978052934135,1,9409.90216657398
2022-03-09,139.5,140.25,136.8280029296875,139.2790069580078,82656000,29.131074014106787,1,9635.75110980492
2022-03-10,145.68499755859375,148.67449951171875,143.97799682617188,146.8175048828125,135062000,42.03518655825079,0,10157.287638042082
2022-03-11,149.57449340820312,149.6750030517578,145.36900329589844,145.52450561523438,68900000,42.693134920159785,0,10067.833962289646
2022-03-14,145.9810028076172,147.4499969482422,140.88400268554688,141.85299682617188,74086000,41.60420980102746,0,9813.82766470358
2022-03-15,142.85000610351562,147.98500061035156,142.0,147.3665008544922,75584000,52.54778327898295,0,10195.268871961893
2022-03-16,148.5,153.14999389648438,147.35350036621094,153.10400390625,84958000,51.78003515703996,0,10592.207022268727
2022-03-17,152.6405029296875,157.49850463867188,152.13999938964844,157.23899841308594,72934000,53.39960599617061,0,10878.278690774336
2022-03-18,156.81300354003906,161.593994140625,156.01100158691406,161.25050354003906,102962000,57.04828459956082,0,11155.806983251901
2022-03-21,161.12100219726562,163.08399963378906,159.55299377441406,161.4915008544922,66538000,59.88405491288963,0,11172.479920479991
2022-03-22,161.8054962158203,166.16700744628906,161.69900512695312,164.88900756835938,64086000,61.70326605167643,0,11407.529909733474
2022-03-23,163.7050018310547,166.3699951171875,162.68699645996094,163.4080047607422,55812000,64.86480952886542,0,11305.069569451007
2022-03-24,163.74949645996094,164.11849975585938,160.0500030517578,163.64950561523438,56798000,67.9537251616087,0,11321.777343131454
2022-03-25,164.0,165.36849975585938,162.25,164.77349853515625,49032000,81.70274625068612,-1,11399.538638692784
2022-03-28,164.97500610351562,169.03750610351562,164.89999389648438,168.99049377441406,59854000,85.94739550776279,-1,11399.538638692784
2022-03-29,170.38400268554688,170.8314971923828,167.86849975585938,169.31500244140625,66154000,84.98495520329581,-1,11399.538638692784
2022-03-30,168.50950622558594,168.95050048828125,165.5,166.30099487304688,56168000,75.3674583232012,-1,11399.538638692784
2022-03-31,166.44500732421875,166.4949951171875,162.95350646972656,162.99749755859375,59966000,71.61802040998177,-1,11399.538638692784
2022-04-01,164.14950561523438,165.82699584960938,162.3195037841797,163.55999755859375,57090000,79.09472356341492,-1,11399.538638692784
2022-04-04,164.125,168.39450073242188,163.20550537109375,168.34649658203125,49882000,78.67921009915686,-1,11399.538638692784
2022-04-05,167.7415008544922,168.11050415039062,163.26600646972656,164.05499267578125,53728000,65.58592843994778,0,11399.538638692784
2022-04-06,161.65049743652344,162.1999969482422,157.25450134277344,158.75599670410156,79056000,52.08981640692331,0,11399.538638692784
2022-04-07,158.39999389648438,160.07899475097656,154.51150512695312,157.7845001220703,68136000,44.7887491970267,0,11399.538638692784
2022-04-08,156.75,157.36849975585938,154.2310028076172,154.4604949951172,46002000,40.325549833546646,0,11399.538638692784
2022-04-11,152.71299743652344,154.13650512695312,150.5345001220703,151.1219940185547,52112000,31.026198476518772,0,11399.538638692784
2022-04-12,153.6925048828125,155.0989990234375,150.38299560546875,150.78750610351562,55178000,32.03870845011147,0,11399.538638692784
2022-04-13,150.01849365234375,156.02499389648438,149.60000610351562,155.54100036621094,53390000,39.773476497233986,0,11399.538638692784
2022-04-14,155.38999938964844,155.89700317382812,151.4720001220703,151.7064971923828,51598000,34.574427268472945,0,11399.538638692784
2022-04-18,151.52349853515625,154.0395050048828,150.25050354003906,152.78500366210938,46514000,29.338432500302517,1,11399.538638692784
2022-04-19,152.0294952392578,158.6490020751953,151.55050659179688,158.11549377441406,54926000,37.337315163215344,0,11797.255211274552
2022-04-20,157.6024932861328,157.6024932861328,153.60350036621094,153.9980010986328,59630000,36.42831822299606,0,11490.04235839596
2022-04-21,154.71400451660156,156.73800659179688,147.58949279785156,148.29600524902344,63970000,34.59753279676795,0,11064.607136042341
2022-04-22,148.25,149.61500549316406,143.69749450683594,144.35000610351562,73078000,31.206462507449075,0,10770.189695526085
2022-04-25,144.0229949951172,146.22149658203125,142.30650329589844,146.07400512695312,61874000,26.821445494469486,1,10898.820078153214
2022-04-26,144.8000030517578,144.8560028076172,138.92950439453125,139.39100646972656,77530000,25.549692824277088,1,10400.190634232995
2022-04-27,140.19149780273438,141.94850158691406,135.7834930419922,138.16700744628906,71336000,27.79538951374714,1,10308.866068163306
2022-04-28,142.17799377441406,145.9375,140.3000030517578,144.59649658203125,117316000,37.27517046895046,0,10788.580752675403
2022-04-29,129.8489990234375,130.76100158691406,121.625,124.28150177001952,272662000,28.071082666080073,1,9272.84581303091
2022-05-02,122.4010009765625,124.66799926757812,118.375,124.5,148788000,29.73693892995368,1,9289.148322802464
2022-05-03,124.05349731445312,126.22049713134766,122.8249969482422,124.25350189208984,79134000,29.77682352622388,1,9270.75669641156
2022-05-04,123.5999984741211,126.0,119.18299865722656,125.92849731445312,110746000,26.319265189917147,1,9395.73084033403
2022-05-05,123.0,123.4990005493164,115.07250213623048,116.40699768066406,144392000,24.124948046062187,1,8685.316202954304
2022-05-06,114.8499984741211,119.05049896240234,113.0814971923828,114.77249908447266,124260000,22.3615566317453,1,8563.363593368485
2022-05-09,111.3125,114.0,107.95700073242188,108.78900146484376,128124000,14.472653163320516,1,8116.925064228982
2022-05-10,111.25,112.64250183105467,107.1709976196289,108.85900115966795,105434000,15.475788536353505,1,8122.147855777358
2022-05-11,108.10350036621094,110.15599822998048,104.42849731445312,105.37200164794922,109704000,16.018535821800768,1,7861.977127537236
2022-05-12,102.75,110.78050231933594,102.40550231933594,106.93049621582033,132026000,19.21241946009357,1,7978.258952446768
2022-05-13,109.06900024414062,113.18399810791016,107.8000030517578,113.05500030517578,93684000,24.667396932998457,1,8435.218204572335
2022-05-16,113.0999984741211,113.99250030517578,110.35399627685548,110.8105010986328,74566000,26.47015963919064,1,8267.752453247112
2022-05-17,113.2750015258789,115.8000030517578,111.27649688720705,115.36849975585938,76448000,32.20714466043928,0,8607.832176798212
2022-05-18,111.4394989013672,112.85299682617188,106.2490005493164,107.1125030517578,108380000,21.556912088426117,1,7991.838779714134
2022-05-19,106.28050231933594,110.03399658203124,106.19300079345705,107.31900024414062,88142000,31.475706887263172,0,8007.245872471454
2022-05-20,109.56849670410156,109.89800262451172,105.0094985961914,107.59100341796876,99500000,31.555692704286713,0,8027.540473483202
2022-05-23,108.46099853515624,108.81900024414062,103.9499969482422,107.55699920654295,107798000,31.70265862950953,0,8025.003363735939
2022-05-24,104.0250015258789,105.4000015258789,101.26000213623048,104.0999984741211,102934000,26.977796982359422,1,7767.070893410611
2022-05-25,103.65550231933594,108.1750030517578,103.6500015258789,106.7750015258789,93120000,38.12652934470267,0,7966.657239689546
2022-05-26,107.97000122070312,112.66549682617188,107.45349884033205,111.07749938964844,93002000,45.72624856802135,0,8287.67363177867
2022-05-27,113.5500030517578,115.18699645996094,112.62799835205078,115.14649963378906,93660000,57.694027929665765,0,8591.268385138845
2022-05-31,116.27999877929688,121.99449920654295,115.6750030517578,120.20950317382812,144634000,62.25557559892164,0,8969.027347727573
2022-06-01,122.25599670410156,125.1790008544922,120.62249755859376,121.68399810791016,127528000,68.41291018654681,0,9079.04182277905
2022-06-02,121.68399810791016,125.61000061035156,120.04499816894533,125.51100158691406,100560000,69.95178900414403,0,9364.580802283856
2022-06-03,124.1999969482422,124.4000015258789,121.04650115966795,122.3499984741211,97604000,60.6594000776938,0,9128.733197757156
2022-06-06,125.25,128.99000549316406,123.80999755859376,124.79000091552734,135269000,65.9599694444517,0,9310.785764714768
2022-06-07,122.01000213623048,124.0999984741211,120.62999725341795,123.0,85156700,59.30046686618721,0,9177.230873130145
2022-06-08,122.61000061035156,123.75,120.75,121.18000030517578,64926600,70.33373996659446,-1,9041.437723630728
2022-06-09,119.98999786376952,121.3000030517578,116.0999984741211,116.1500015258789,67029800,61.20258487613248,0,9041.437723630728
