Date,Open,High,Low,Close,Volume,RSI,Signal,Equity
2022-01-04,338.3553561401792,341.48061106214226,330.31324123539184,334.9513854980469,15998000,,0,10000.0
2022-01-05,331.4578766561776,334.1850446652996,322.32094499917486,322.6494140625,20564500,,0,10000.0
2022-01-06,321.3057174569452,337.5790286592444,321.20618046384953,330.9004821777344,27962800,,0,10000.0
2022-01-07,331.179137473067,335.4191639237884,327.33725895858873,330.2336120605469,14722000,,0,10000.0
2022-01-10,323.7840342929044,326.79981996203867,313.9503745105473,326.5310974121094,24942400,,0,10000.0
2022-01-11,325.24712091265417,333.0603037691717,323.75415719641865,332.801513671875,16226800,,0,10000.0
2022-01-12,333.60772344082346,334.7921437941904,328.4818872421152,331.6967468261719,14104900,,0,10000.0
2022-01-13,333.4086752720112,334.05562015485253,324.2319235489765,324.94854736328125,14797100,,0,10000.0
2022-01-14,320.28051836264154,331.1692021619492,319.7032220847541,330.34307861328125,16868500,,0,10000.0
2022-01-18,321.773496267448,322.6891636548802,316.15000577312634,316.6575927734375,22645600,,0,10000.0
2022-01-19,318.08085750203884,325.5656011075061,317.8320302358874,318.0908203125,20814700,,0,10000.0
2022-01-20,322.38063901674565,326.2822643875418,314.4978072795093,315.0750732421875,16925000,,0,10000.0
2022-01-21,313.33324553630445,316.81682727729714,301.61846873067253,301.74786376953125,28710700,,0,10000.0
2022-01-24,296.44283657081496,308.078001511251,287.6542712385919,307.2618408203125,38878100,32.203711650684696,0,10000.0
2022-01-25,298.54299130702105,304.7935315459782,296.1840831100483,298.7420349121094,25108500,29.869332233011292,1,10000.0
2022-01-26,305.56985631468643,306.067510864367,289.48565762407924,293.2479248046875,28348800,32.31551695781398,0,9816.091829559966
2022-01-27,296.35330094552285,300.2947166950727,292.8796817138699,293.2579040527344,21629900,24.867027562745236,1,9816.425871873422
2022-01-28,294.2332793124524,300.4838194160683,291.6554323180273,300.2947082519531,21871600,31.577595317698112,0,10051.973715058228
2022-01-31,299.2695515915459,312.31807050230145,297.9159457107182,311.7905578613281,21579500,41.72345796461542,0,10436.782287871127
2022-02-01,313.08442626567705,318.160508721372,310.6558696456884,317.50360107421875,18023800,41.35640214778617,0,10628.018958484668
2022-02-02,326.2822607909747,326.4614091524768,315.3836131832179,321.48486328125,58458300,44.411749282812515,0,10761.286518511919
2022-02-03,243.5023628624405,246.83665438976743,234.6441180338213,236.64468383789065,188119900,23.94570049370556,1,7921.372160014645
2022-02-04,233.86779368668977,241.4719550338503,229.03059057925435,235.97784423828125,89342200,21.358217172768818,1,7899.05057410841
2022-02-07,236.5849614550557,237.18215296828885,222.9591779401112,223.8549652099609,88613800,21.56275421236819,1,7493.253009266659
2022-02-08,219.81402623993864,224.7109453104416,215.13606120460983,219.14715576171875,94729700,20.277458037882056,1,7335.665227901134
2022-02-09,223.14829858041023,232.2752812621184,221.1676431788184,230.9117126464844,86563300,25.97999535602125,1,7729.468426310317
2022-02-10,227.1992266416192,233.8976530488541,225.63658396755844,227.0001678466797,49310400,27.455570999374203,1,7598.534565564691
2022-02-11,227.38833449078115,229.33913191478965,217.74378642280092,218.52012634277344,46156900,23.705333636318343,1,7314.676235872283
2022-02-14,218.2812354840092,219.963310286744,213.772486492656,216.6787872314453,38184000,24.682189057649296,1,7253.039810590857
2022-02-15,219.43579002463667,220.1125928966594,214.0511643564817,219.9633026123047,42685500,27.078017995745682,1,7362.98467930763
2022-02-16,211.4135996358165,216.43991339193468,211.36383114571416,215.5242156982422,45817500,26.341926272015826,1,7214.392034306451
2022-02-17,213.01607035733213,216.47974197653727,206.18824892244572,206.7356719970703,38747500,21.825930463386584,1,6920.206995908441
2022-02-18,208.407760841007,209.7613817530465,204.21750306881063,205.1929168701172,37128400,15.852563268471968,1,6868.565280091415
