Date,Open,High,Low,Close,Volume,SMA_Short,SMA_Long,Signal,Equity
2022-01-02,3769.29833984375,3836.161865234375,3727.357421875,3829.56494140625,9881471548,3799.6309814453125,,0,10000.0
2022-01-03,3829.53564453125,3836.19873046875,3698.047607421875,3761.38037109375,12080777893,3795.47265625,3786.8807779947915,1,10000.0
2022-01-04,3761.361572265625,3876.78515625,3723.349853515625,3794.056640625,14030925983,3777.718505859375,3795.0006510416665,-1,10086.873079315155
2022-01-05,3794.26904296875,3842.059814453125,3456.745361328125,3550.386962890625,18061338502,3672.2218017578125,3701.9413248697915,-1,10086.873079315155
2022-01-06,3549.708984375,3549.708984375,3335.376708984375,3418.408203125,24293791313,3484.3975830078125,3587.6172688802085,-1,10086.873079315155
2022-01-07,3417.837890625,3420.4619140625,3117.38134765625,3193.21044921875,24494179209,3305.809326171875,3387.335205078125,-1,10086.873079315155
2022-01-08,3193.50244140625,3240.304443359375,3020.880859375,3091.97265625,16037732700,3142.591552734375,3234.5304361979165,-1,10086.873079315155
2022-01-09,3091.6962890625,3206.790771484375,3075.911376953125,3157.75146484375,12334683863,3124.862060546875,3147.6448567708335,-1,10086.873079315155
2022-01-10,3157.570556640625,3177.21337890625,2947.68359375,3083.097900390625,19535744145,3120.4246826171875,3110.940673828125,1,10086.873079315155
2022-01-11,3082.990966796875,3247.511962890625,3061.140625,3238.111572265625,15211447193,3160.604736328125,3159.6536458333335,1,10594.026366132166
2022-01-12,3238.449951171875,3401.219970703125,3216.718017578125,3372.25830078125,16662871689,3305.1849365234375,3231.1559244791665,1,11032.909939816614
2022-01-13,3372.10498046875,3396.9697265625,3247.91748046875,3248.28857421875,15294466275,3310.2734375,3286.219482421875,1,10627.322138872989
2022-01-14,3248.648681640625,3330.76611328125,3203.82373046875,3310.00146484375,13562957230,3279.14501953125,3310.1827799479165,-1,10829.22623507868
2022-01-15,3309.84423828125,3364.537841796875,3278.6708984375,3330.53076171875,9619999078,3320.26611328125,3296.2736002604165,1,10829.22623507868
2022-01-16,3330.38720703125,3376.401123046875,3291.563720703125,3350.921875,9505934874,3340.726318359375,3330.4847005208335,1,10895.527973361926
2022-01-17,3350.947265625,3355.8193359375,3157.22412109375,3212.304931640625,12344309617,3281.6134033203125,3297.919189453125,-1,10444.814754643869
2022-01-18,3212.28759765625,3236.01611328125,3096.12353515625,3164.025146484375,13024154091,3188.1650390625,3242.4173177083335,-1,10444.814754643869
2022-01-19,3163.850341796875,3171.158447265625,3055.21240234375,3095.825927734375,13187424144,3129.925537109375,3157.3853352864585,-1,10444.814754643869
2022-01-20,3095.271728515625,3265.3369140625,3000.908203125,3001.1201171875,10645922764,3048.4730224609375,3086.9903971354165,-1,10444.814754643869
2022-01-21,3002.956787109375,3029.0810546875,2496.81298828125,2557.931640625,26796291874,2779.52587890625,2884.959228515625,-1,10444.814754643869
2022-01-22,2561.145263671875,2615.247314453125,2330.247314453125,2405.18115234375,27369692036,2481.556396484375,2654.7443033854165,-1,10444.814754643869
2022-01-23,2406.92431640625,2542.144775390625,2381.51513671875,2535.0390625,16481489511,2470.110107421875,2499.3839518229165,-1,10444.814754643869
2022-01-24,2535.89111328125,2537.20849609375,2172.30126953125,2440.352294921875,28220804648,2487.6956787109375,2460.1908365885415,1,10444.814754643869
2022-01-25,2440.3935546875,2498.507080078125,2359.384765625,2455.93505859375,16179776932,2448.1436767578125,2477.1088053385415,-1,10511.509665971555
2022-01-26,2455.5791015625,2705.7841796875,2417.68310546875,2468.0302734375,21229909340,2461.982666015625,2454.7725423177085,1,10511.509665971555
2022-01-27,2467.1884765625,2510.45166015625,2328.4521484375,2423.001220703125,16126522783,2445.5157470703125,2448.9888509114585,-1,10319.727851882348
