Equity
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
99999.68999993801
99999.82000005245
99999.65999996662
99999.60699999332
99999.75
99999.75
99999.70000004768
99999.6399999857
99999.62999999523
99999.6399999857
99999.46700000763
99999.39599996805
99999.37999999523
99999.3899999857
99999.37999999523
99999.42900002003
99999.42599999905
99999.38599997759
99999.35699999332
99999.31900000572
99999.23900002241
99999.22500002384
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.219999969
99999.12999993563
99999.03899997473
99999.05399996042
99998.97799998522
99999.01199996471
99999.19999998808
99999.13499993086
99999.47999995947
99999.43000000715
99999.34999996424
99999.40999990702
99999.31499999762
99999.32999998331
99999.20999997854
99999.18500000238
99999.07499998808
99999.07999998331
99999.01299995184
99999.094999969
99999.18000000715
99999.33999997377
99999.25999993086
99999.27499991655
99999.43999999762
99999.68999999762
99999.56999999285
99999.469999969
99999.57999998331
99999.62999993563
99999.83999997377
100000.09999996424
99999.8599999547
100000.19999986887
100000.31000000238
100000.15999990702
99999.98999994993
