Date,Open,High,Low,Close,Volume,SMA_Short,SMA_Long,Signal,Equity
2022-01-04,117.6519070970239,120.98003894768412,117.47900616723253,119.31165313720705,7300000,,,0,10000.0
2022-01-05,119.56236325516151,122.92508126757755,119.19065519785325,119.48456573486328,8956900,,,0,10000.0
2022-01-06,119.46725182380712,119.64879252948208,114.5485183248466,116.9949188232422,9908100,,,0,10000.0
2022-01-07,116.61454376904696,117.27153558586194,115.41295628204168,116.55403900146484,5238100,117.98904113769531,,0,10000.0
2022-01-10,116.24283780009397,117.7383357619116,115.3005884778815,116.7269287109375,5432800,117.81442108154297,,0,10000.0
2022-01-11,112.82827179143074,115.18822191289432,110.62391668895842,114.85972595214844,11105300,116.92403564453124,,0,10000.0
2022-01-12,115.18820624300254,116.24283852988484,113.56303258312067,115.48211669921876,5352000,116.12354583740235,,0,10000.0
2022-01-13,115.75010871180928,117.60868828461102,115.45619821990228,116.49353790283205,4868300,116.02326965332031,,0,10000.0
2022-01-14,116.31198446205067,116.82200782384132,115.23141978512804,116.01807403564452,5310300,115.91607666015625,,0,10000.0
2022-01-18,114.92885919043668,115.74144595769404,113.91745221113354,114.92021942138672,5246700,115.55473480224609,,0,10000.0
2022-01-19,114.88565278429604,115.7501046884382,113.67542539469272,113.7445831298828,4103700,115.33170623779297,,0,10000.0
2022-01-20,113.46793314318782,114.86835396236594,112.87147250945844,113.08758544921876,5278200,114.85279998779296,,0,10000.0
2022-01-21,113.80508516353358,113.99526563310415,111.74769865075268,111.81685638427734,5907000,113.91746368408204,,0,10000.0
2022-01-24,110.64119275523616,111.6439534927394,107.3562796134904,111.35869598388672,13484000,112.98558807373047,,0,10000.0
2022-01-25,111.63531060703563,118.7238130897694,110.90917422378962,117.6519012451172,19715700,113.53192443847657,,0,10000.0
2022-01-26,117.97174660293088,118.49042299606496,115.08448055102308,116.0613021850586,8336000,113.99526824951172,,0,10000.0
2022-01-27,115.54264167071533,116.48489105602631,114.17680611480638,114.55716705322266,5497300,114.2891845703125,,0,10000.0
2022-01-28,115.13633855123446,116.29470080957783,113.92609810434128,116.26876831054688,5471500,115.1795669555664,,0,10000.0
2022-01-31,115.91434922969653,115.91434922969653,114.36698617089851,115.46484375,5859000,116.00079650878907,115.72287559509277,1,10000.0
2022-02-01,115.62908840896056,117.53089325670678,114.53988369747044,117.15917205810548,6206400,115.90225067138672,115.70083274841309,1,10146.739756715384
2022-02-02,117.30610086085132,118.91398165750576,116.9257399770533,118.64600372314452,5357200,116.4191909790039,115.66755027770996,1,10275.508966177813
2022-02-03,118.4298927964295,119.9513231669907,117.418485805771,119.10416412353516,6100800,117.3285903930664,115.64853019714356,1,10315.188611125208
2022-02-04,119.17332928350136,120.00320884043992,117.75562881620108,118.55956268310548,4142000,117.78674926757813,115.72676239013671,1,10268.022614728172
2022-02-07,118.81887945385118,119.13873554141723,117.7988328142512,118.6373519897461,3759000,118.42125091552734,115.83092803955078,1,10274.759670278088
2022-02-08,118.62872446347129,118.87942288829592,117.37527191081352,118.44719696044922,4181800,118.6788558959961,115.91694145202636,1,10258.291018598396
2022-02-09,119.15603345582144,119.59691231761884,118.28294188266344,119.11280822753906,5393500,118.772216796875,116.1295955657959,1,10315.937246270172
2022-02-10,118.51791887528316,119.4715181694768,116.50572744806792,116.81193542480467,5978600,118.3137710571289,116.19608650207519,1,10116.666825247808
